@relation _Users_mani_Courses_CS6604DigitalLibraries_Project_codeBase_mani_filesLargeDataSet

@attribute text string
@attribute @@class@@ {'Access control',Authorization,'Block and stream ciphers','Browser security','Cryptanalysis and other attacks','Data anonymization and sanitization','Database activity monitoring','Denial-of-service attacks','Digital rights management','Digital signatures','Distributed systems security','Domain-specific security and privacy architectures','Economics of security and privacy','Embedded systems security','File system security','Formal security models','Hardware reverse engineering','Hardware-based security protocols','Hash functions and message authentication codes','Information accountability and usage control','Information flow control','Information-theoretic techniques','Intrusion detection systems','Key management','Logic and verification','Malicious design modifications','Malware and its mitigation','Management and querying of encrypted data','Mathematical foundations of cryptography','Mobile and wireless security','Mobile platform security','Multi-factor authentication','Penetration testing','Privacy protections','Privacy-preserving protocols','Pseudonymity, anonymity and untraceability','Public key encryption','Security protocols','Security requirements','Side-channel analysis and countermeasures','Social aspects of security and privacy','Social network security and privacy','Software reverse engineering','Software security engineering','Spoofing attacks','Tamper-proof and tamper-resistant designs','Trust frameworks','Trusted computing','Usability in security and privacy','Virtualization and security','Vulnerability scanners','Web application security','Web protocol security'}

@data
'a new data link layer protocol, named the twin-bus-controller (tbc) protocol, is proposed for a fibre optic network with unidirectional bus topology. the tbc protocol operates on a contention-based, time-division multiplexing scheme, and is managed by two centralized bus controllers. these controllers, which also function as network managers cooperate with each other to control and coordinate the activities on the twin bus. the ibc protocol has the capability to perform at a very high network utilization, and uses simple hardware at all stations except the two bus controllers. this arrangement provides a relatively inexpensive means to accommodate a large number of stations. heterogeneous data consisting of real-time sensor and control signals, voice and video data, and non-real-time data such as those due to accounting and administration, can be simultaneously handled by the tbc protocol. the tbc protocol maintains global queues for all different types of data, and each class of data has a bounded delay. furthermore, any new type of data can be added easily to the network without shutting it down or affecting those stations that are unrelated to the new data. a finite-state-machine model has been used to describe the tbc protocol. performance of the tbc protocol has been evaluated by statistical analysis as well as via simulation for multiple classes of data traffic. performance of the tbc protocol has been compared with that of buzznet and fasnet. the tbc protocol can be directly applied to diverse computer communication systems, e.g. office, manufacturing, and banking environments.protocols','Privacy-preserving protocols'
'reliable and atomic group multicast have been proposed as fundamental communication paradigms to support secure distributed computing in systems in which processes may behave maliciously. these protocols enable messages to be multicast to a group of processes, while ensuring that all honest group members deliver the same messages and, in the case of atomic multicast, deliver these messages in the same order. we present new reliable and atomic group multicast protocols for asynchronous distributed systems. we also describe their implementation as part of rampart, a toolkit for building high-integrity distributed services, i.e., services that remain correct and available despite the corruption of some component servers by an attacker. to our knowledge, rampart is the  first system to demonstrate reliable and atomic group multicast in asynchronous systems subject to process corruptions.secure agreement protocols','Privacy-preserving protocols'
'we relate two models of security protocols, namely the linear logic or multiset rewriting model, and the classical logic, horn clause representation of protocols. more specifically, we show that the latter model is an abstraction of the former, in which the number of repetitions of each fact is forgotten. this result formally characterizes the approximations made by the classical logic model.security protocols','Privacy-preserving protocols'
'attacks against encrypted protocols have become increasingly popular and sophisticated. such attacks are often undetectable by the traditional intrusion detection systems (idss). additionally, the encrypted attack-traffic makes tracing the source of the attack substantially more difficult. in this paper, we address these issues and devise a mechanism to trace back attackers against encrypted protocols. in our efforts to combat attacks against cryptographic protocols, we have integrated a traceback mechanism at the monitoring stubs (mss), which were introduced in one of our previous works. while we previously focused on strategically placing monitoring stubs to detect attacks against encrypted protocols, in this work we aim at equipping mss with a traceback feature. in our approach, when a given ms detects an attack, it starts tracing back to the root of the attack. the traceback mechanism relies on monitoring the extracted features at different mss, i.e., in different points of the target network. at each ms, the monitored features over time provide a pattern which is compared or correlated with the monitored patterns at the neighboring mss. a high correlation value in the patterns observed by two adjacent mss indicates that the attack traffic propagated through the network elements covered by these mss. based on these correlation values and a prior knowledge of the network topology, the system can then construct a path back to the attacking hosts. the effectiveness of the proposed traceback scheme is verified by simulations.tracing back attacks against encrypted protocols','Privacy-preserving protocols'
'secure multi-party computation (smc) balances the use and confidentiality of distributed data. this is especially important for privacy-preserving data mining (ppdm). most secure multi-party computation protocols are only proven secure under the semi-honest model, providing insufficient security for many ppdm applications. smc protocols under the malicious adversary model generally have impractically high complexities for ppdm. we propose an accountable computing (ac) framework that enables liability for privacy compromise to be assigned to the responsible party without the complexity and cost of an smc-protocol under the malicious model. we show how to transform a circuitbased semi-honest two-party protocol into a simple and efficient protocol satisfying the ac-framework.transforming semi-honest protocols to ensure accountability','Privacy-preserving protocols'
'security protocols are indispensable in secure communication. we give an operational semantics of security protocols in terms of a prolog-like language. with this semantics, we can uncover attacks on a security protocol that are possible with no more than a given number of rounds. though our approach is exhaustive testing, the majority of fruitless search is cut off by selecting a small number of representative values that could be sent by an attacker. hence, the number of scenarios is relatively small and our method is quite practical. furthermore, our method not only reports possible attacks but also describes the attacks in great detail. this description would be very helpful to protocol designers and analyzers.uncovering attacks on security protocols','Privacy-preserving protocols'
'access control concerns in manets are very serious and considered as a crucial challenge for operators who prospects to employ unrivaled capabilities of such networks for different applications. we propose a novel hierarchical distributed aaa architecture for proactive link state routing protocols notably olsr [1]. this proposal contains a lightweight and secure design of an overlay authentication and authorization paradigm for mobile nodes as well as a reliable accounting system to enable operators to charge nodes based on their connection duration time. we also suggest a hierarchical distributed aaa (authentication, authorization, and accounting) server architecture with resource and location aware election mechanism. moreover, this proposal mitigates the olsr security issues [2] noticeably and eventually defines a node priority-based quality of service.watchman','Privacy-preserving protocols'
'a field experiment was conducted within wausau insurance companies (wausau) to determine the effects of gss anonymity and status on group productivity and satisfaction. professionals and managers within wausau participated in gss sessions to discuss ways to solve the problem of insurance fraud within their industry. groups of four and five members interacted either with or without anonymity and either under equal status or unequal status. anonymous groups generated more total comments, more unique ideas, and more ideas of higher rarity than did identified groups. equal status group members were more satisfied than were unequal status group members.a field experiment on gss anonymity and group member status','Pseudonymity, anonymity and untraceability'
'anonymity is the property of keeping secret the identity of user accessing a certain resource or service, and it is a main approach to protect user&#8217;s privacy. at present, many solutions of anonymity have been proposed, but they seldom concern how to evaluate the security of an anonymity mechanism. as user&#8217;s actions are often dynamic and random in the network, this paper proposes a novel conceptual anonymity analysis model based on the fuzzy relation theory in fuzzy mathematics. theoretic analysis shows that the proposed model can effectively analyze the security of existing anonymity systems in respect of the type of mobility, and can help design a new anonymity protection scheme.a fuzzy anonymity analysis model for mobility in anonymity system','Pseudonymity, anonymity and untraceability'
'a mix-mediated anonymity service and its payment','Pseudonymity, anonymity and untraceability'
'in secure data management the inference problem occurs when data classified at a high security level becomes inferrible from data classified at lower levels. we present a model-theoretic approach to this problem that captures the epistemic state of the database user as a set of possible worlds or models. privacy is enforced by requiring the existence of k &gt; 1 models assigning distinct values to sensitive attributes, and implemented via model counting. we provide an algorithm mechanizing this process and show that it is sound and complete for a large class of queries.a model-theoretic approach to data anonymity and inference control','Pseudonymity, anonymity and untraceability'
'positioning capabilities offered in modern mobile devices enable usage of location-based services. privacy and security is of great importance for related applications. we present a framework that allows conducting research on anonymity techniques in a real-life environment using smartphones. the proposed solution also includes logging mechanisms that facilitate positioning research dataset development in open format. to present the capabilities of the solution, we deliver the concept of k-anonymity to protect mobile users that issue queries to location-based services. experimental evaluation of the solution includes development of real-life logging dataset using smartphones by volunteers. different flavours of anonymity algorithms are easy to be included and tested. we present flavours of k-anonymity techniques and experimentally validate them. the solution has received encouraging feedback and successfully assists the researchers of location based services to experiment, validate and develop their techniques in real life environment.a novel mobile framework for anonymity techniques and services research','Pseudonymity, anonymity and untraceability'
'trusted computing (tc) as envisioned by the trusted computing group promises a solution to the problem of establishing a trust relationship between otherwise unrelated platforms. in order to achieve this goal the platform has to be equipped with a trusted platform module (tpm), which is true for millions of contemporary personal computers. the tpm provides solutions for measuring the state of a platform and reporting it in an authentic way to another entity. the same cryptographic means that ensure the authenticity also allow unique identification of the platform and therefore pose a privacy problem. to circumvent this problem the tcg proposed a trusted third party, the privacy certification authority (privacyca). unfortunately, currently no privacyca is generally available. in this paper we introduce our freely available implementation of a privacyca. in addition, our privacyca is itself a trusted service. it is capable of reporting its state to clients. furthermore, we use a novel way to minimize the trusted computing base of java-based applications in conjunction with hardware-supported virtualization. we automatically generate the service interface from a structural specification. thus, to the best of our knowledge, we were not only first to make this crucial service publicly available, but now also provide a trustworthy service whose privacy policy can be attested to its users by employing tc mechanisms. a privacyca for anonymity and trust','Pseudonymity, anonymity and untraceability'
'many smart card based remote authentication schemes have been proposed to preserve user privacy against eavesdropper. however, none of the exiting scheme provides both users\' anonymity to server and traceability to the malicious user. in this paper, we present a scheme that preserve user anonymity not only against outside attackers, but also against the remote server. when a malicious user was found, server can trace the user with the help of the trusted third party.a remote user authentication scheme preserving user anonymity and traceability','Pseudonymity, anonymity and untraceability'
'user authentication plays an important role to protect resources or services from being accessed by unauthorized users. in a recent paper, das et al. proposed a secure and efficient uniqueness-and-anonymity-preserving remote user authentication scheme for connected health care. this scheme uses three factors, e.g. biometrics, password, and smart card, to protect the security. it protects user privacy and is believed to have many abilities to resist a range of network attacks, even if the secret information stored in the smart card is compromised. in this paper, we analyze the security of das et al.\'s scheme, and show that the scheme is in fact insecure against the replay attack, user impersonation attacks and off-line guessing attacks. then, we also propose a robust uniqueness-and-anonymity-preserving remote user authentication scheme for connected health care. compared with the existing schemes, our protocol uses a different user authentication mechanism to resist replay attack. we show that our proposed scheme can provide stronger security than previous protocols. furthermore, we demonstrate the validity of the proposed scheme through the ban (burrows, abadi, and needham) logic.a robust uniqueness-and-anonymity-preserving remote user authentication scheme for connected health care','Pseudonymity, anonymity and untraceability'
'in 2004, shao pointed out that both sun et al.&#39;s and hsu et al.&#39;s threshold proxy signature schemes are vulnerable to coalition attack. for enhancing the security, shao proposed an improved scheme with anonymity to outsiders. this signature scheme is meaningless to any outsider because there is no way for him to prove each individual proxy signing public key validity. we further propose a practical threshold proxy signature scheme to remedy this drawback. the new scheme has the following advantages: (l) any verifier can check whether the authors of the proxy signature belong to the designated proxy group by the original signer, while outsiders cannot find the actual signers; (2) the original signer can identify the actual proxy signers; (3) the verification of the proxy signing public keys of the proxy signers and the threshold proxy signature can be accomplished within a signature verification procedure simultaneously.a threshold proxy signature scheme with nonrepudiation and anonymity','Pseudonymity, anonymity and untraceability'
'forward secrecy and user anonymity are provided in the wtls for the wireless internet communications. forward secrecy can be built by using diffie-hellman key agreement with random numbers in the hello messages, and user anonymity by employing the signcryption scheme to the clientkeyexchange and certificateverify procedure. in addition to these features, the modified wtls handshake protocol has mutual authentication and key agreement against man-in-the-middle attacks. the resulting security features, bandwidth efficiency, and computational load are analyzed in comparison with the existing wtls.a wtls handshake protocol with user anonymity and forward secrecy','Pseudonymity, anonymity and untraceability'
'while several well-developed anonymous services have been made available on-line to protect internet user\'s privacy, we have seen that due to the lack of accountability, they have often been exploited by criminals to conduct various illegal activities (e.g., sharing child pornography materials, sending threatening emails, etc.) against innocent people in both cyberspace and physical world. there is an immediate need for building accountability within anonymous systems. in this paper, we show that although accountability appears to be contradictory to and may impair anonymity, it is technically feasible to combine anonymity and accountability into one framework, namely accountable anonymity. to our knowledge, this is one of the first attempts trying to achieve both accountability and anonymity. we propose an efficient proxy reencryption based design that allows normal activities to be done in anonymous manner, while keeping malicious/criminal operations accountable at the same time. formal security analysis and prototype implementation demonstrate that our scheme is not only immune to well-known attacks against anonymity and accountability, but also able to provide non-frameability and confidentiality along with accountable anonymity.accountable anonymity','Pseudonymity, anonymity and untraceability'
'mobility and anonymity are two essential properties desirable in ip-based networks. in this paper, we aim to address the issue on how to achieve mobility and anonymity concurrently. at a glance, these two properties seem to be contradictory. this is partly due to the fact that there exists no single definition that clearly defines these notions. we approach this problem by firstly define these properties formally and address the problem of achieving these properties at the same time. then, we proceed with a concrete construction based on an existing ip-based network, which is tor. without losing generality, our method can be applied to any other existing network, such as morphmix or tarzan. we highlight the difficulty of achieving mobility and anonymity concurrently although it seems trivial to merge these two properties altogether. finally, we evaluate our proposed construction based on the definition that we have developed. our work can be seen as the first attempt towards formalizing the notions of mobility, anonymity and location privacy.achieving mobility and anonymity in ip-based networks','Pseudonymity, anonymity and untraceability'
'in 2009, sun et al. proposed an improved anonymous scheme on juang et al.\'s password-authenticated key exchange (pake) sheme using smart cards. although, this scheme overcomes some weaknesses of juang et al.\'s scheme and achieves user anonymity, it is still lack of the untraceability property such that the third party over the communication channel can recognize whether or not the same user in different sessions. in this paper, we propose a new robust anonymous pake scheme using smart cards which not only can strengthen the security of sun et al.\'s scheme by addressing untraceability, but also can achieve greater communication efficiency. moreover, we present a strict security proof for our scheme.an efficient and provable secure pake scheme with robust anonymity','Pseudonymity, anonymity and untraceability'
'an attacker that can identify messages as coming from the same source, can use this information to build up a picture of targets&#8217; behaviour, and so, threaten their privacy. in response to this danger, unlinkable protocols aim to make it impossible for a third party to identify two runs of a protocol as coming from the same device. we present a framework for analysing unlinkability and anonymity in the applied pi calculus. we show that unlinkability and anonymity are complementary properties; one does not imply the other. using our framework we show that the french rfid e-passport preserves anonymity but it is linkable therefore anyone carrying a french e-passport can be physically traced.analysing unlinkability and anonymity using the applied pi calculus','Pseudonymity, anonymity and untraceability'
'this paper presents clouds, a peer-to-peer protocol that guarantees both anonymity and censorship resistance in semantic overlay networks. the design of such a protocol needs to meet a number of challenging goals: enabling the exchange of encrypted messages without assuming previously shared secrets, avoiding centralised infrastructures, like trusted servers or gateways, and guaranteeing efficiency without establishing direct connections between peers. anonymity is achieved by cloaking the identity of protocol participants behind groups of semantically close peers. censorship resistance is guaranteed by a cryptographic protocol securing the anonymous communication between the querying peer and the resource provider. although we instantiate our technique on semantic overlay networks to exploit their retrieval capabilities, our framework is general and can be applied to any unstructured overlay network. experimental results demonstrate the security properties of clouds under different attacks and show the message overhead and retrieval effectiveness of the protocol. anonymity and censorship resistance in unstructured overlay networks','Pseudonymity, anonymity and untraceability'
'awareness of legal constraints regarding the use and provision of electronic systems, leads us to question the feasibility and applicability of technical solutions that take into account security and privacy regulations. we discuss the issue with reference to directives of the european community and italian legislation. in particular we study the case of e-mail, proposing a protocol that retains as many characteristics of the e-mail as possible, yet allowing for complete anonymity and proofs of correct deploy. we discuss the implications of taking anonymity to the extremes and evaluate the limits of the protocol.anonymity and certification','Pseudonymity, anonymity and untraceability'
'traditional methods for evaluating the amount of anonymity afforded by various mix configurations have depended on either measuring the size of the set of possible senders of a particular message (the anonymity set size), or by measuring the entropy associated with the probability distribution of the messages possible senders. this paper explores further an alternative way of assessing the anonymity of a mix system by considering the capacity of a covert channel from a sender behind the mix to an observer of the mix&#39;s output. initial work considered a simple model, with an observer (eve) restricted to counting the number of messages leaving a mix configured as a firewall guarding an enclave with one malicious sender (alice) and some other naive senders (cluelessi&#39;s). here, we consider the case where eve can distinguish between multiple destinations, and the senders can select to which destination their message (if any) is sent each clock tick.anonymity and covert channels in simple timed mix-firewalls','Pseudonymity, anonymity and untraceability'
'human artists typically have a personal signature, by which their individual authorship can be recognized. modernist artists tried to avoid such idiosyncracies, focussing on abstract structure instead-and welcomed computers, accordingly. but even those computer artists who have deliberately tried to lose their signature have not managed to do so. perhaps evolutionary methods might help? reasons are discussed both for believing and for doubting that evolutionary art could be wholly free from personal signatures.anonymity and evolutionary art','Pseudonymity, anonymity and untraceability'
'the tor network is a widely deployed anonymity system on the internet used by thousands of users every day. a basic monitoring system has been designed and implemented to allow long-term statistics, provide feedback to the interested user, and detect certain attacks on the network. the implementation has been added to torstatus, a project to display the current state of the tor network. during a period of six months, this monitoring system collected data, where information and patterns have been extracted and analyzed. interestingly, the tor network is very stable with more than half of all the servers located in germany and the united states. the data also shows a sinusoidal pattern every 24 h in the total number of servers.anonymity and monitoring','Pseudonymity, anonymity and untraceability'
'key establishment is a crucial cryptographic primitive for building secure communication channels between two parties in a network. it has been studied extensively in theory and widely deployed in practice. in the research literature a typical protocol in the public-key setting aims for key secrecy and mutual authentication. however, there are many important practical scenarios where mutual authentication is undesirable, such as in anonymity networks like tor, or is difficult to achieve due to insufficient public-key infrastructure at the user level, as is the case on the internet today. in this work we are concerned with the scenario where two parties establish a private shared session key, but only one party authenticates to the other; in fact, the unauthenticated party may wish to have strong anonymity guarantees. we present a desirable set of security, authentication, and anonymity goals for this setting and develop a model which captures these properties. our approach allows for clients to choose among different levels of authentication. we also describe an attack on a previous protocol of &#216;verlier and syverson, and present a new, efficient key exchange protocol that provides one-way authentication and anonymity.anonymity and one-way authentication in key exchange protocols','Pseudonymity, anonymity and untraceability'
'as the internet continues to emerge as a critical information infrastructure, it early warning systems (it-ews) have taken on greater importance in protecting both its endpoints and the infrastructure itself. although it is generally accepted that open sharing of cyber data and warnings between the independent (but mutually vulnerable) endpoints promotes broader situational awareness, such openness introduces new privacy challenges. in this paper, we present a high-level model for security information sharing between autonomous operators on the internet that enables meaningful collaboration while addressing the enduring privacy and infrastructure needs of those individual collaborators. our concept for a collaborative and decentralised it-ews is based on a novel combination of existing techniques, including peer-to-peer networking and traceable anonymous certificates. we concentrate on the security and confidentiality of the data exchange platform rather than of the data itself, a separate area of research.anonymity and privacy in distributed early warning systems','Pseudonymity, anonymity and untraceability'
'although operating as groups is required by many of ad hoc applications, there is only a sparse research done on anonymous multicast routing in manets. network privacy policies deal with protecting confidential information of the network such as nodes\' identities, venues or relationships. a potential eavesdropper can launch traffic analysis to infer such information. in this paper, we propose an anonymous multicast routing protocol for mobile ad hoc networks. our protocol extends anonymous routing from unicast communication to multicast scenarios and also provides additional privacy mechanisms.anonymity and privacy in multicast mobile ad hoc networks','Pseudonymity, anonymity and untraceability'
'in mobile adhoc networks, generating and maintaining anonymity for any adhoc node is challenging because of the node mobility, dynamic network topology, cooperative nature of the network and broadcast nature of the communication media. anonymity is provided to protect the communication, by hiding the participants as well as the message contents. existing techniques based on cryptosystem and broadcasting cannot be easily adapted to manets because of their extensive cryptographic computations and/or large communication overheads. in this paper, we first propose an unconditionally secure privacy preserving message authentication scheme (ppmas) which uses modified new variant elgamal signature scheme (mnes). this scheme enables a sender to transmit messages, providing authentication along with anonymity, without relying on any trusted third parties. the anonymous message uses privacy preserving communication protocol for manet, which is capable of anonymous end to end connections. it also allows the untraceability of the link between the identifier of a node and its location. the experimental analysis of the proposed system is presented.anonymity and security in mobile ad hoc networks','Pseudonymity, anonymity and untraceability'
'software agents that play a role in e-commerce and e-government applications involving the internet often contain information about the identity of their human user such as credit cards and bank accounts. this paper discusses whether this is necessary: whether human users and software agents are allowed to be anonymous under the relevant legal regimes and whether an adequate interaction and balance between law and anonymity can be realised from both the perspective of computer systems and the perspective of law.anonymity and software agents','Pseudonymity, anonymity and untraceability'
'the advances in electronic commerce are replacing many of the paper processes involved in commercial transactions, from the contracting process to the electronic payment process. when we are dealing with payments of high value, bank transfers are preferred. but this kind of payments does not allow the anonymity of the parties involved in the commercial transaction. electronic checks is a useful payment system for this kind of scenario, but the proposed solutions do not allow an anonymous transference as in paper-based checks. in this paper, we propose a new electronic bearer bank check scheme. the system allows the e-check to be transferred to any person by its owner without depositing it, and remaining anonymous in front of the bank.anonymity and transferability for an electronic bank check scheme','Pseudonymity, anonymity and untraceability'
'in this paper, we propose a taxonomy of privacy-related information-hiding/disclosure properties in terms of the modal logic of knowledge for multiagent systems. the properties considered here are anonymity, privacy, onymity, and identity. intuitively, anonymity means the property of hiding who performed a certain specific action, privacy hiding what was performed by a certain specific agent, onymity disclosing who performed a certain specific action, and identity disclosing what was performed by a certain specific agent. building on halpern and o\'neill\'s work, we provide formal definitions of these properties and study the logical structure underlying them. in particular, we show that some weak forms of anonymity and privacy are compatible with some weak forms of onymity and identity, respectively. we also discuss relationships between our definitions and existing standard terminology, in particular pfitzmann and hansen\'s consolidated proposal.anonymity, privacy, onymity, and identity','Pseudonymity, anonymity and untraceability'
'based on the nomenclature of the early papers in the field, we propose a set of terminology which is both expressive and precise. more particularly, we define anonymity, unlinkability, unobservability, and pseudonymity (pseudonyms and digital pseudonyms, and their attributes).  we hope that the adoption of this terminology might help to achieve better progress in the field by avoiding that each researcher invents a language of his/her own from scratch. of course, each paper will need additional vocabulary, which might be added consistently to the terms defined here.anonymity, unobservability, and pseudeonymity &#8212; a proposal for terminology','Pseudonymity, anonymity and untraceability'
'anonymity is a form of nonidentifiability which i define as noncoordinatability of traits in a given respect. this definitionbroadens the concept, freeing it from its primary association withnaming. i analyze different ways anonymity can be realized. i alsodiscuss some ethical issues, such as privacy, accountability andother values which anonymity may serve or undermine. my theorycan also conceptualize anonymity in information systems where, forexample, privacy and accountability are at issue.anonymity','Pseudonymity, anonymity and untraceability'
'in this paper we propose three smartcard-based variants of anonymous authentication using unique one-time pseudonyms. the first variant can be used to authenticate a user. however, his identity cannot be revealed and linked to other pseudonyms unless solving the computational diffie-hellman problem. in the second variant a set r of revocation centers is able to revoke the anonymity in collaboration with a trust center t but they are not able to link the revealed identity to other pseudonyms of the same user. using the third variant additionally provides linkability if r and t cooperate. some selected applications for the proposed protocols include physical access control, secure auctions, ecoins and online gambling.anonymous authentication with optional shared anonymity revocation and linkability','Pseudonymity, anonymity and untraceability'
'a method of integrating user authentication with anonymity and untraceability is presented based on the secret-key certificate and the algebraic structure of error-correcting codes. authentication protocol proposed here provides a means for the authentication server to avoid the requirement of maintaining a secure database of user secrets. especially, since the proposed protocol uses a symmetric-key cryptography and eliminates the key management problem, it is efficient and convenient for both the hardware-limited users and the authentication server.authentication protocol providing user anonymity and untraceability in wireless mobile communication systems','Pseudonymity, anonymity and untraceability'
'attacking anonymous communication networks is very tempting, and many types of attacks have already been observed. in the case for tor, a widely used anonymous overlay network is considered. despite the deployment of several protection mechanisms, an attack originated by just one rogue exit node is proposed. the attack is composed of two elements. the first is an active tag injection scheme. the malicious exit node injects image tags into all http replies, which will be cached for upcoming requests and allow different users to be distinguished. the second element is an inference attack that leverages a semi-supervised learning algorithm to reconstruct browsing sessions. captured traffic flows are clustered into sessions, such that one session is most probably associated to a specific user. the clustering algorithm uses http headers and logical dependencies encountered in a browsing session. a prototype has been implemented and its performance evaluated on the tor network. the article also describes several countermeasures and advanced attacks, modeled in a game theoretical framework, and their effectiveness assessed with reference to the nash equilibrium. copyright &#x00a9; 2011 john wiley & sons, ltd.breaking tor anonymity with game theory and data mining','Pseudonymity, anonymity and untraceability'
'okubo et al. proposed a hash-chain based authentication protocol which protects users\' location privacy and anonymity with strong forward security. however, li et al. claimed that the hash-chain calculation must be a burden on low-cost rfid tags and gives back-end servers heavy calculation loads since the numbers for hash computation are required in a hash chaining technique. thus, the non-group cellular automata chaining technique is adopted composed only of logical bitwise operations, in order to maintain both security guarantees and a low-cost construction.ca based rfid authentication protocol for privacy and anonymity','Pseudonymity, anonymity and untraceability'
'the participating nodes exchange information without knowing who is the original sender in p2p networks of basic form packets are relayed through the adjacent nodes and do not contain identity information about the sender since these packets are passed through a dynamically-formed path and since the final destination is not known until the last time, it is impossible to know who has sent it in the beginning and who will be the final recipient the anonymity, however, breaks down at download/upload time because the ip address of the host from which the data is downloaded can be known to the outside we propose a technique to provide anonymity for both the client and the server node in unstructured/structured p2p network a random node along the path between the client and the server node is selected as an agent node and works as a proxy: the client will see it as the server and the server looks at it as the client, hence protecting the identity of the client and the server from each other.client and server anonymity preserving in p2p networks','Pseudonymity, anonymity and untraceability'
'csp and anonymity','Pseudonymity, anonymity and untraceability'
'in this paper, we define practical schemes to protect the cloud consumer\'s identity (id) during message exchanges (connection anonymity) in saas. we describe the typical/target scenario for service consumption and provide a detailed privacy assessment. this is used to identify different levels of interactions between consumers and providers, as well as to evaluate how privacy is affected. we propose a multi-layered anonymity framework, where different anonymity techniques are employed together to protect id, location, behavior and data privacy, during each level of consumer-provider interaction. we also define two schemes for generating and managing anonymous credentials, which are used to implement the proposed framework. these schemes provide two options of connection anonymity: traceable (anonymity can be disclosed, if required) and untraceable (anonymity cannot be disclosed). the consumer and provider will be able to choose which is more suitable to their needs and regulatory environments.defining and implementing connection anonymity for saas web services','Pseudonymity, anonymity and untraceability'
'effects of anonymity and evaluative tone on idea generation in computer-mediated groups','Pseudonymity, anonymity and untraceability'
'as internet media has become widely used over time, public opinions formed by internet discussions affect political and social issues more critically. while internet space guarantees equal status and opportunity based on anonymity, privacy invasion and cyber bully have been causing serious troubles recently. in order to prevent this undesirable effect, the south korean government implemented the real name verification law in 2007 by which discussion participants must pass a verification process to post their opinions in most websites. this study examines the effect of this policy. our findings suggest that the enhanced identification process shows significant effects on reducing uninhibited behaviors at the aggregate level, but there is no significant impact regarding a particular user\'s behavioral shift. in addition, the law is not associated with users\' participation. this study contributes to online anonymity and privacy research area by using real world data and can shed light on useful implications to policy makers.empirical analysis of online anonymity and user behaviors','Pseudonymity, anonymity and untraceability'
'there are numerous works on the privacy and the security problems for rfid systems. however, many of them have failed due to the lack of formal security proof. in the literature, there are a few formal models that consider forward untraceability. in asiacrypt 2007, vaudenay presented an new security and privacy model for rfid that combines early models to more understandable one. in this paper, we revisit vaudenay\'s model and modify it by considering the notion of forward untraceability. our modification considers all message flows between rfid reader and tags before and after compromising secrets of tag. we analyze some rfid schemes claiming to provide forward untraceability and resistance to server impersonation. for each scheme, we exhibit attacks in which a strong adversary can trace the future interactions of the tag and impersonate the valid server to the tag. further, we show that a previously proposed attack claiming to violate forward untraceability of an existing rfid scheme does not violate forward untraceability.extending an rfid security and privacy model by considering forward untraceability','Pseudonymity, anonymity and untraceability'
'existing approaches on privacy-preserving data publishing rely on the assumption that data can be divided into quasi-identifier attributes (qi) and sensitive attribute (sa). this assumption does not hold when an attribute has both sensitive values and identifying values, which is typically the case. in this paper, we study how such attributes would impact the privacy model and data anonymization. we identify a new form of attacks, called \"freeform attacks\", that occur on such data without explicit qi attributes and sa attributes. we present a framework for modeling identifying/sensitive information at the value level, define a problem to eliminate freeform attacks, and outline an efficient solution.ff-anonymity','Pseudonymity, anonymity and untraceability'
'we introduce the concept of a group principal and present a number of different classes of group principals, including thresholdgroup-principals. these appear to naturally useful concepts for looking at security. we provide an associated epistemic language and logic and use it to reason about anonymity protocols and anonymity services, where protection properties are formulated from the intruder\'s knowledge of group principals. using our language, we give an epistemic characterization of anonymity properties. we also present a specification of a simple anonymizing system using our theory.group principals and the formalization of anonymity','Pseudonymity, anonymity and untraceability'
'as p2p multimedia streaming service is becoming more popular, it is important for p2p-vod content providers to protect their servers identity. in this paper, we first show that it is possible to launch an \"identity attack\": exposing and identifying servers of peer-to-peer video-on-demand (p2p-vod) systems. the conventional wisdom of the p2p-vod providers is that identity attack is very difficult because peers cannot distinguish between regular peers and servers in the p2p streaming process. we are the first to show that it is otherwise, and present an efficient and systematic methodology to perform p2p-vod servers detection. furthermore, we present an analytical framework to quantify the probability that an endhost is indeed a p2p-vod server. in the second part of this paper, we present a novel architecture that can hide the identity and provide anonymity protection for servers in p2p-vod systems. to quantify the protective capability of this architecture, we use the \"fundamental matrix theory\" to show the high complexity of discovering all protective nodes so as to disrupt the p2p-vod service. we not only validate the model via extensive simulation, but also implement this protective architecture on planetlab and carry out measurements to reveal its robustness against identity attack.identity attack and anonymity protection for p2p-vod systems','Pseudonymity, anonymity and untraceability'
'low-latency anonymous communication networks require padding to resist timing analysis attacks, and dependent link padding has been proven to prevent these attacks with minimal overhead. in this paper we consider low-latency anonymity networks that implement dependent link padding, and examine various network topologies. we find that the choice of the topology has an important influence on the padding overhead and the level of anonymity provided, and that stratified networks offer the best trade-off between them. we show that fully connected network topologies (free routes) are impractical when dependent link padding is used, as they suffer from feedback effects that induce disproportionate amounts of padding; and that cascade topologies have the lowest padding overhead at the cost of poor scalability with respect to anonymity. furthermore, we propose an variant of dependent link padding that considerably reduces the overhead at no loss in anonymity with respect to external adversaries. finally, we discuss how tor, a deployed large-scale anonymity network, would need to be adapted to support dependent link padding.impact of network topology on anonymity and overhead in low-latency anonymity networks','Pseudonymity, anonymity and untraceability'
